Name,Gender,Date,College,Tier,ClassID,OverallScore,Helpfulness,Lod,Clarity,Quality,TakeAgain,TeacherGrade,Tag,Polarity,Subjectivity,CommentNumber,Comment
Florence Lin,F,5/19/09,University of Southern California,2,MATH218,2.5,2,5,3,average,N/A,N/A,[],0.09,0.64,42,Tough professor. You will be challenged and stressed about getting a good grade. However she prepares you for the common final at the end of the semester and you learn a lot especially if you are going to take BUAD 310 in the future. She doesnt give enough time for her midterms you have to race to finish in time. Good Luck.
Florence Lin,F,4/15/09,University of Southern California,2,MATH458,4,4,4,4,good,N/A,N/A,[],0.14,0.4,42,"She was good in explaining the problems and examples by hand, but more emphasis should have been placed on teaching how to successfully complete the MATLAB assignments, as she mainly went over the pseudocode and left you a little shaky on the MATLAB code."
Florence Lin,F,4/10/09,University of Southern California,2,MATH218,1,1,5,1,awful,N/A,N/A,[],-0.46,0.77,42,"She is the worst teacher I have ever had by far!  She was hard to understand, unbelievably boring, and impossible to talk to.  If you get her as your Math 218 teacher Get Out right away!  You will not do well.  I have never got less than an A in a math class until her course and I got a C!  She is the worst!"
Florence Lin,F,4/7/09,University of Southern California,2,MATH218,2.5,2,4,3,average,N/A,N/A,[],-0.02,0.52,42,"She scared me. Her smiles can be very intimidating. Due to bureaucratic reasons, this course was outsourced to the Math department even though it's solely in the Marshall curriculum. Non-Marshall professors, especially in fields dealing with numbers and sciences tend to lack communication skills. This is not representative of an average BUAD class."
Florence Lin,F,2/18/09,University of Southern California,2,MATH218,1.5,1,5,2,poor,N/A,N/A,[],0,1,42,This has to be the hardest professor ever at USC. HOw does she expect you to finish 7 pages in 50 minutes when in-class quizzes are usually only 1 page and we get 25 minutes&#63;&#63;SERIOUSLY&#63;&#63;
Florence Lin,F,11/13/08,University of Southern California,2,MATH218,1,1,5,1,awful,N/A,N/A,[],-0.07,0.67,42,"SHE IS THE WORST TEACHER I HAVE EVER HAD, I AM COMPLETELY SERIOUS....DO NOT TAKE THIS TEACHER, EVEN IF YOU THINK YOU ARE GOOD AT MATH, YOU WILL NOT DO WELL.....TRUST ME..."
Florence Lin,F,7/16/08,University of Southern California,2,MATH118,2,2,5,2,poor,N/A,N/A,[],-1,1,42,The worst teacher to take for this class. Try to avoid this teacher at all coasts.
Florence Lin,F,6/2/08,University of Southern California,2,MATH218,4,4,4,4,good,N/A,N/A,[],0.14,0.49,42,She gives you a ridiculously short amount of time for quizzes and midterms and could not for the sake of her life stop talking to let students concentrate. She's a picky grader and will mark you off for slight mistakes. Just get a nice TA they grade easier. If you want to do well you can't slack off on the quizzes. They count in the end
Florence Lin,F,4/12/08,University of Southern California,2,MATH218,4,3,2,5,good,N/A,N/A,[],0.6,0.8,42,i liked her
Florence Lin,F,1/7/08,University of Southern California,2,MATH218,2.5,2,5,3,average,N/A,N/A,[],0.11,0.71,42,"Do not take her!!! some say that she prepares you best for the common final. this is not true, and even if it was true, what's the point&#63; by the time you reach the final your grade is lower than the grade you could have in a different professor's class. And trust me the final won't bring up our grade."
Florence Lin,F,11/19/07,University of Southern California,2,MATH218,1,1,4,1,awful,N/A,N/A,[],-0.33,0.52,42,just plain awful.  Really doesn't care about students.  Hard grader.
Florence Lin,F,11/9/07,University of Southern California,2,MATH218,1.5,1,5,2,poor,N/A,N/A,[],-0.24,0.81,42,Worst professor ever. Doesn't care if you understand. No prac probs. Rambles about nothing when you ask a question and doesn't answer it. Doesn't know how to teach..it's like she's reading the book. Her quizzes are rediculously difficult and tricky. Her tests are easy but she writes an 80 minute test and expects you to complete it in under 50mins.
Florence Lin,F,11/8/07,University of Southern California,2,MATH218,1,1,5,1,awful,N/A,N/A,[],-0.4,0.74,42,Take my word: DO Not take her class if u have other options to choose from. She is completly unhelpful and merciless - and the Quizess/Exams are extremely tough.
Florence Lin,F,11/7/07,University of Southern California,2,MATH218,2,2,5,2,poor,N/A,N/A,[],0.24,0.77,42,My class called her the devil.  She is brilliant but she doesn't know how to teach business students.  She prepares you the best for the final but her midterms are crazy hard.  It is really hard to get an A in her class and you have to go to all of the SI's and have an amazing TA to even try and understand the material.  Take her at your own risk.
Florence Lin,F,9/14/07,University of Southern California,2,MATH218,2,2,4,2,poor,N/A,N/A,[],0,0.2,42,"Please do not ever take her class.If you want to be stressed out then take her.She does not care if you learn or not .She can not explain concepts properly and gives quises that have tricky questions,and gives a short period to do them."
Florence Lin,F,5/8/07,University of Southern California,2,MATH218,2,2,4,2,poor,N/A,N/A,[],-0.05,0.56,42,the most socially awkward professor I have ever had. don't ask her a question because it will ramble on forever. the class is hard but is manageable if you are really self-disciplined
Florence Lin,F,12/1/06,University of Southern California,2,MATH218,2,2,5,2,poor,N/A,N/A,[],0,0,42,No Comments
Florence Lin,F,11/21/06,University of Southern California,2,MATH218,1,1,4,1,awful,N/A,N/A,[],0,0,42,No Comments
Florence Lin,F,4/13/06,University of Southern California,2,MATH218,3.5,3,4,4,good,N/A,N/A,[],0.08,0.63,42,"Professor Lin really tries to teach and make sure you do well in the class, although sometimes she is confusing when she teaches. Her tests are pretty hard and she doesn't give enough time. Although it prepares you well for the final. Out of all the 218 teachers she tries the hardest and prepares you the best. But the class is still pretty hard."
Florence Lin,F,11/1/12,University of Southern California,2,MATH118,1,1,5,1,awful,N/A,N/A,[],-0.06,0.74,42,"How can USC allow her to teach. She makes an easy class like calculus so difficult. DO NOT TAKE HER CLASS. My GPA got messed up because of her class. Other math classes are easier, avoid this monster."
Florence Lin,F,5/8/12,University of Southern California,2,MATH125,2,2,5,2,poor,N/A,N/A,[],-0.12,0.71,42,"extremely boring lecturer, i fell asleep in her class a couple of times! i suggest finding another prof if u can! although, i must say that shes rlly smart! and shes friendly + shes helpful /at times/"
Florence Lin,F,11/9/11,University of Southern California,2,MATH118,1,1,5,1,awful,N/A,N/A,[],0.45,0.85,42,"Oh God. I've always liked calculus, and then I met Professor Lin. What do I even want to say&#63; Avoid this class at all costs, if you wish to preserve your GPA and your dignity. Good luck. Find someone else. She is however, one of the greatest mathematic minds I've ever seen. Just a difficult teacher."
Florence Lin,F,11/3/11,University of Southern California,2,MATH118,1,1,4,1,awful,N/A,N/A,[],-1,1,42,"Horrible teacher, don't take her. The material isn't horrible, but if you've never taken Calc before you are screwed unless you want to self study it all."
Florence Lin,F,10/11/11,University of Southern California,2,MATH118,1,1,5,1,awful,N/A,N/A,[],-0.82,0.89,42,DO NOT TAKE. She is awful and I have never done so bad in a class in my life :(
Florence Lin,F,9/21/11,University of Southern California,2,MAT118,1.5,2,5,1,poor,N/A,N/A,[],0.31,0.33,42,do NOT take classes from her..just got out of her first midterm and it wasn't anything like what we did in class..keep your distance!
Florence Lin,F,8/29/11,University of Southern California,2,MATH118,1,1,5,1,awful,N/A,N/A,[],0.19,1,42,This  professor is freaking difficult to keep up with! Unless you have like incredibly excellent listening skills drop or do not add at all.
Florence Lin,F,5/7/11,University of Southern California,2,MATH125,1,1,5,1,awful,N/A,N/A,[],-0.28,0.53,42,If you want to commit suicide then take her class. Otherwise avoid this sad excuse for a professor at all costs
Florence Lin,F,5/6/11,University of Southern California,2,MATH125,1,1,5,1,awful,N/A,N/A,[],-0.22,0.58,42,"Don't take this class. It's a joke, she's a joke, and Mathematica (which she assigns) is a joke. Seriously, take the other professor. I took Calc in HS so I fared better than other students but if you've never taken Calc, DO NOT TAKE THIS CLASS. You'll be miserable."
Florence Lin,F,4/18/11,University of Southern California,2,MATH125,2.5,2,3,3,average,N/A,N/A,[],0.04,0.57,42,"Meh. She's all over the place, sometimes we're going too fast, sometimes too slow. I feel like I've gotten an at least decent grasp of calculus, but I definitely haven't enjoyed doing so. She makes you do Mathematica, which is a total headache and hasn't achieved anything except pissed students off"
Florence Lin,F,1/28/11,University of Southern California,2,MA126,1.5,1,4,2,poor,N/A,N/A,[],0.5,0.5,42,take calc with anyone but prof lin. your experience will be much better.
Florence Lin,F,1/22/11,University of Southern California,2,MATHS118,1,1,5,1,awful,N/A,N/A,[],0.23,0.55,42,"Do you want to feel like you're never good enough&#63; Do you want to endure inecessant assignments that keep you up all night and cause you to question whether life is really worth it&#63; Do you want your guts ripped out of you, stomped on, and then thrown in the trash&#63; Well then, you have found the ideal teacher, my friend. I am NOT bitter. I got a B+."
Florence Lin,F,1/20/11,University of Southern California,2,MATH118,1,1,2,1,awful,N/A,N/A,[],-0.26,0.65,42,She was not very helpful but I thought her class was not too difficult. I can see why people have a hard time because she makes you do pointless things throughout the semester such ad graded blogs and presentations that she stresses yet aren't graded too harshly. If you didn't take calc in hs it may be difficult cause she doesnt teach well
Florence Lin,F,11/13/10,University of Southern California,2,MATH126,1,1,5,1,awful,N/A,N/A,[],-1,1,42,She's awful.
Florence Lin,F,10/14/10,University of Southern California,2,MATH118X,1,1,5,1,awful,N/A,N/A,[],-0.59,0.78,42,This lady effing sucks.  She is a horrible professor and her quizzes and midterms are ridiculous.  She is not helpful and can't teach.  If you didn't take calc in hs may god help you.  Even if you did you will need all the help you can get so says the kids that took the class and too hate her with a passion.
Florence Lin,F,6/6/10,University of Southern California,2,MATH218,3.5,2,4,5,good,N/A,N/A,[],0.16,0.73,42,"She has her own way to push students to study. Here are 2 reasons that you should take her class. 1. Her midterms and quizzes are hard so you can better prepare for the common final. 2.It is not a hugh deal if you screw up the midterms because everyone screws up and it is curved. But if you screw up in easy profs' class, you will get a lower grade"
Florence Lin,F,4/29/10,University of Southern California,2,MATH218,1.5,1,2,2,poor,N/A,N/A,[],0.5,0.5,42,Coudlnt agree more with the comment below.
Florence Lin,F,2/11/10,University of Southern California,2,MATH218,2,1,5,3,poor,N/A,N/A,[],-0.1,0.5,42,She's bitter that she isn't teaching at Harvard and she's taking it out on the world.
Florence Lin,F,1/20/10,University of Southern California,2,MATH218,2.5,2,3,3,average,N/A,N/A,[],0.35,0.67,42,"Not an easy prof. Very knowlegeable and pretty nice but not too good in teaching/helping students. Easy A if you're interested in math and pretty good in it. If you understand the stuff, you don't have to go to class. Do as quick as you can in midterms and do past papers."
Florence Lin,F,1/14/10,University of Southern California,2,MATH218,2,2,4,2,poor,N/A,N/A,[],0.23,0.4,42,"I couldnt understand how she still teaches at SC. When i went to her for help she was not helpful at all, she brushed me off and was more concerned at the male student waiting to talk to her. In class I couldnt stop staring at her huge teeth and glasses she looks like gretchen from Recess. I wouldnt recommend her even to the smartest student"
Florence Lin,F,11/8/09,University of Southern California,2,MATH218,1,1,5,1,awful,N/A,N/A,[],-0.3,0.6,42,Arrives 10 min late to every class
Florence Lin,F,8/25/09,University of Southern California,2,MATH218,3.5,3,4,4,good,N/A,N/A,[],0.15,0.57,42,"I really liked her. She made you work hard for the grade but she's super smart and knowledgeable. I always finished her midterms on time, although I could see how some people who say there was not much time."
Florence Lin,F,5/21/09,University of Southern California,2,MATH218,1,1,5,1,awful,N/A,N/A,[],0.17,0.56,42,"It does not matter if you manage to do superb on the common final since other classes will have equal knowledge by then. Lin challenges you for the first three quarters and then teaches you nothing for the end. DO NOT TAKE HER, you won't have enough time on midterms and your grade WILL suffer. She is better off teaching at Cal where she came from."
Florence Lin,F,5/19/09,University of Southern California,2,MATH218,2.5,2,5,3,average,N/A,N/A,[],0.09,0.64,42,Tough professor. You will be challenged and stressed about getting a good grade. However she prepares you for the common final at the end of the semester and you learn a lot especially if you are going to take BUAD 310 in the future. She doesnt give enough time for her midterms you have to race to finish in time. Good Luck.
Florence Lin,F,4/15/09,University of Southern California,2,MATH458,4,4,4,4,good,N/A,N/A,[],0.14,0.4,42,"She was good in explaining the problems and examples by hand, but more emphasis should have been placed on teaching how to successfully complete the MATLAB assignments, as she mainly went over the pseudocode and left you a little shaky on the MATLAB code."
Florence Lin,F,4/10/09,University of Southern California,2,MATH218,1,1,5,1,awful,N/A,N/A,[],-0.46,0.77,42,"She is the worst teacher I have ever had by far!  She was hard to understand, unbelievably boring, and impossible to talk to.  If you get her as your Math 218 teacher Get Out right away!  You will not do well.  I have never got less than an A in a math class until her course and I got a C!  She is the worst!"
Florence Lin,F,4/7/09,University of Southern California,2,MATH218,2.5,2,4,3,average,N/A,N/A,[],-0.02,0.52,42,"She scared me. Her smiles can be very intimidating. Due to bureaucratic reasons, this course was outsourced to the Math department even though it's solely in the Marshall curriculum. Non-Marshall professors, especially in fields dealing with numbers and sciences tend to lack communication skills. This is not representative of an average BUAD class."
Florence Lin,F,2/18/09,University of Southern California,2,MATH218,1.5,1,5,2,poor,N/A,N/A,[],0,1,42,This has to be the hardest professor ever at USC. HOw does she expect you to finish 7 pages in 50 minutes when in-class quizzes are usually only 1 page and we get 25 minutes&#63;&#63;SERIOUSLY&#63;&#63;
Florence Lin,F,11/13/08,University of Southern California,2,MATH218,1,1,5,1,awful,N/A,N/A,[],-0.07,0.67,42,"SHE IS THE WORST TEACHER I HAVE EVER HAD, I AM COMPLETELY SERIOUS....DO NOT TAKE THIS TEACHER, EVEN IF YOU THINK YOU ARE GOOD AT MATH, YOU WILL NOT DO WELL.....TRUST ME..."
Florence Lin,F,7/16/08,University of Southern California,2,MATH118,2,2,5,2,poor,N/A,N/A,[],-1,1,42,The worst teacher to take for this class. Try to avoid this teacher at all coasts.
Florence Lin,F,6/2/08,University of Southern California,2,MATH218,4,4,4,4,good,N/A,N/A,[],0.14,0.49,42,She gives you a ridiculously short amount of time for quizzes and midterms and could not for the sake of her life stop talking to let students concentrate. She's a picky grader and will mark you off for slight mistakes. Just get a nice TA they grade easier. If you want to do well you can't slack off on the quizzes. They count in the end
Florence Lin,F,4/12/08,University of Southern California,2,MATH218,4,3,2,5,good,N/A,N/A,[],0.6,0.8,42,i liked her
Florence Lin,F,1/7/08,University of Southern California,2,MATH218,2.5,2,5,3,average,N/A,N/A,[],0.11,0.71,42,"Do not take her!!! some say that she prepares you best for the common final. this is not true, and even if it was true, what's the point&#63; by the time you reach the final your grade is lower than the grade you could have in a different professor's class. And trust me the final won't bring up our grade."
Florence Lin,F,11/19/07,University of Southern California,2,MATH218,1,1,4,1,awful,N/A,N/A,[],-0.33,0.52,42,just plain awful.  Really doesn't care about students.  Hard grader.
Florence Lin,F,11/9/07,University of Southern California,2,MATH218,1.5,1,5,2,poor,N/A,N/A,[],-0.24,0.81,42,Worst professor ever. Doesn't care if you understand. No prac probs. Rambles about nothing when you ask a question and doesn't answer it. Doesn't know how to teach..it's like she's reading the book. Her quizzes are rediculously difficult and tricky. Her tests are easy but she writes an 80 minute test and expects you to complete it in under 50mins.
Florence Lin,F,11/8/07,University of Southern California,2,MATH218,1,1,5,1,awful,N/A,N/A,[],-0.4,0.74,42,Take my word: DO Not take her class if u have other options to choose from. She is completly unhelpful and merciless - and the Quizess/Exams are extremely tough.
Florence Lin,F,11/7/07,University of Southern California,2,MATH218,2,2,5,2,poor,N/A,N/A,[],0.24,0.77,42,My class called her the devil.  She is brilliant but she doesn't know how to teach business students.  She prepares you the best for the final but her midterms are crazy hard.  It is really hard to get an A in her class and you have to go to all of the SI's and have an amazing TA to even try and understand the material.  Take her at your own risk.
Florence Lin,F,9/14/07,University of Southern California,2,MATH218,2,2,4,2,poor,N/A,N/A,[],0,0.2,42,"Please do not ever take her class.If you want to be stressed out then take her.She does not care if you learn or not .She can not explain concepts properly and gives quises that have tricky questions,and gives a short period to do them."
Florence Lin,F,5/8/07,University of Southern California,2,MATH218,2,2,4,2,poor,N/A,N/A,[],-0.05,0.56,42,the most socially awkward professor I have ever had. don't ask her a question because it will ramble on forever. the class is hard but is manageable if you are really self-disciplined
Florence Lin,F,12/1/06,University of Southern California,2,MATH218,2,2,5,2,poor,N/A,N/A,[],0,0,42,No Comments
Florence Lin,F,11/21/06,University of Southern California,2,MATH218,1,1,4,1,awful,N/A,N/A,[],0,0,42,No Comments
Florence Lin,F,4/13/06,University of Southern California,2,MATH218,3.5,3,4,4,good,N/A,N/A,[],0.08,0.63,42,"Professor Lin really tries to teach and make sure you do well in the class, although sometimes she is confusing when she teaches. Her tests are pretty hard and she doesn't give enough time. Although it prepares you well for the final. Out of all the 218 teachers she tries the hardest and prepares you the best. But the class is still pretty hard."
Guillermo Souto,M,4/29/19,University of Southern California,2,MATH407,1,1,3,1,awful,No,N/A,"['Graded by few things', 'Get ready to read', 'Test heavy']",-0.28,0.73,35,"By far the worst professor/class ever at USC. The homeworks, in-class material, quizzes, and discussion material were all different, he spends all of class time doing a useless proof and then realize he messed up somewhere at the end of class, he is not accessible at all and posts very little materials to study with. Nice guy, terrible professor."
Guillermo Souto,M,4/4/19,University of Southern California,2,MATH226,5,5,5,5,awesome,Yes,A-,[],0.01,0.58,35,Genuinely the nicest guy I've ever met. Extremely smart and has an innate passion for the subject matter. Calc 3 is always tough
Guillermo Souto,M,2/8/19,University of Southern California,2,MATH447,4,4,5,4,good,Yes,B,"['Get ready to read', 'Gives good feedback', 'Tough grader']",0.17,0.67,35,"This course &quot;Mathematics of Machine Learning&quot; is LITERALLY MATHEMATICS of machine learning, meaning no coding/application problems; the class was all proofs. This class was one of the hardest 400-level math classes I've taken at SC--right up there with 425B and 410, despite the professor being decent at lecturing. You have been warned."
Guillermo Souto,M,12/20/18,University of Southern California,2,MATH226,1,1,5,1,awful,No,N/A,"['Participation matters', 'Test heavy', 'Lots of homework']",0.07,0.27,35,His teaching style doesn't teach you anything you need to learn about Calculus III. I wish I could go back and take this class with a different professor. He keeps saying that everything he teaches in the class is &quot;easy&quot; which doesn't really reflect the reality.
Guillermo Souto,M,12/16/18,University of Southern California,2,MATH226,2,2,5,2,poor,No,N/A,['Lots of homework'],0.24,0.6,35,"No words to say for his nice character. However, Calc III requires more. While his midterms tend to be fairly easier than the other professors' midterms, his teaching style will NOT really prepare you for the midterms and the final as he rushes through the important concepts and barely gives concrete examples in class. Wouldn't recommend."
Guillermo Souto,M,12/11/18,University of Southern California,2,MATH226,5,5,5,5,awesome,Yes,B,"['Respected', 'Caring', 'Amazing lectures']",0.16,0.65,35,very hard class but good professor
Guillermo Souto,M,12/11/18,University of Southern California,2,MATH226,5,5,4,5,awesome,Yes,A-,"['Amazing lectures', 'Accessible outside class', 'Caring']",0.28,0.76,35,"Dr. Reyes is brilliant, and USC is lucky to have him. His lectures were exceptional and he relayed the content well. He was very accessible in office hours and loved to discuss the concepts with me. He is truly just a really good guy. Tests were curved to an 83 which is standard, and final was tough but if you know ch. 13 cold then you'll do well."
Guillermo Souto,M,12/7/18,University of Southern California,2,MATH425,5,5,2,5,awesome,Yes,A,"['Lots of homework', 'Inspirational', 'Caring']",0.32,0.37,35,This Professor is probably the best math Professor in USC. Good lecture. HW is hard but TA will help you. A lot of extra credits and very generous curve.
Guillermo Souto,M,12/1/18,University of Southern California,2,MATH425A,4,4,5,4,good,Yes,N/A,"['Test heavy', 'Accessible outside class', 'Lots of homework']",0.14,0.7,35,"Guillermo is such a nice guy, who really wants to pass all of his students. The class is very difficult (especially for undergrads who have never had experience in real analysis) so you will have to put in a lot of work and effort. The HW and exams are very challenging as well."
Guillermo Souto,M,11/16/18,University of Southern California,2,MATH425A,5,5,3,5,awesome,Yes,N/A,['Caring'],0.18,0.57,35,"Best Math Professor at USC. Clear explanations of concepts/proofs during lecture. Only (possible) downside is that tends to go at a slower pace to explain concepts more carefully. Standard class format: 2 midterms, HW, final. Class/Tests are curved so average is around a B"
Guillermo Souto,M,9/17/18,University of Southern California,2,MATH425A,5,5,5,5,awesome,Yes,N/A,['Caring'],0.36,0.57,35,"Guillermo is a true gem at USC. He really cares about his students and wants you to succeed. That being said, Real Analysis is extremely difficult, so prepare to suffer no matter how good your prof is. Guillermo is very intelligent, just wish he had more office hours. What I appreciate most is that he listens to students, so make sure you speak up."
Guillermo Souto,M,4/27/18,University of Southern California,2,MATH125,2,2,2,2,poor,No,A-,['Caring'],0.31,0.59,35,"He is a fairly easy grader, gives light amounts of homework, and midterms are formulaic. If you don't care about learning (and shame on you for that) then you will love his class, because he teaches directly from the textbook and struggles to explain important concepts. He would stop solving problems midway because he couldn't solve them."
Guillermo Souto,M,4/16/18,University of Southern California,2,MATH447,1,1,2,1,awful,No,N/A,[],0.06,0.57,35,He is not clear and all those positive ratings are because he is easy. I suffer listening to his lecture. Very confusing and unclear. BTW this class is all math PROOFS and not machine learning.
Guillermo Souto,M,2/11/18,University of Southern California,2,MATH425A,5,5,5,5,awesome,Yes,A,"['Respected', 'Amazing lectures', 'Caring']",0.12,0.54,35,Guillermo is perhaps the sweetest math professor in USC. Lecture is clear and inspiring. He knows a lot of math history and would like to share his past experience with students. It is a pleasure to take his class.
Guillermo Souto,M,1/2/18,University of Southern California,2,MATH125,1,1,3,1,awful,No,N/A,"['Tough grader', 'Test heavy']",-0.22,0.45,35,The professor's lecture focuses on theory and reasons behind math and not on practical approaches so over half of the class don't show up to the class so ppl only go to his discussion classes. He is caring but do not know how to teach and the people who go to his class are usually on their phone. Very few problems for hw and quizzes every thursd.
Guillermo Souto,M,12/26/17,University of Southern California,2,MATH425A,5,5,2,5,awesome,Yes,A,"[""Skip class? You won't pass."", 'Inspirational', 'Gives good feedback']",0.44,0.78,35,"Prof Reyes is wonderful. His lecture is very easy to understand since he gives out proof and examples. HW problems are not easy, but are very good preparation for exams. No pop quiz. He curves each exam and final grade, which is good for the students. It is very easy to communicate with him during class or outside of class via email or office hour."
Guillermo Souto,M,10/18/17,University of Southern California,2,MATH125,5,5,2,5,awesome,Yes,A-,"['Caring', 'Accessible outside class', 'Respected']",0.4,0.63,35,"Guillermo is honestly the best math teacher at USC. He is a passionate, kind, and caring professor. His lectures focus more on theory, but he is more than happy to help you understand the material. He gives very minimal homework (5-8 problems a week), and his midterm layout is nearly identical to previous years. Also, you'll love his Cuban accent!"
Guillermo Souto,M,7/20/17,University of Southern California,2,MATH125,5,5,3,5,awesome,Yes,A,"['Accessible outside class', 'Caring', 'Amazing lectures']",0.49,0.6,35,"One of the best teachers I've ever had in my entire life. He is an amazing teacher, who loves to teach and share what he learned and what he knows with his students in the hope that they can learn to love it too. My friends and I love his mentality, as well as his personality. Super nice person, wants you to understand, and is very respectable."
Guillermo Souto,M,5/12/17,University of Southern California,2,MATH125,3,3,3,3,average,No,B,['Accessible outside class'],0.11,0.73,35,"I don't see what all the hype is with him. He is not that great. In order to do well you have to have done calculus in high school, otherwise you will not get what he is talking about. He only focuses on theories not problems on the test. 2 midterms and a final (really hard). He is not a great teacher. I learned more from the TA."
Guillermo Souto,M,5/11/17,University of Southern California,2,MATH125,5,5,2,5,awesome,Yes,Not sure yet,"['Accessible outside class', 'Inspirational', 'Respected']",0.23,0.45,35,"One of my favorite profs at SC! Jolly guy. Passionate about teaching, super approachable and very understanding! Clear grading criteria and also gives you extra credit assignments. Attend lecture, ask him if you don't understand anything, and you'll do fine! Also fun guy to have conversation with outside class"
Guillermo Souto,M,4/21/17,University of Southern California,2,MATH226,5,5,3,5,awesome,Yes,N/A,"['Respected', 'Amazing lectures', 'Clear grading criteria']",0.91,0.78,35,Very good at explaining concepts
Guillermo Souto,M,1/28/17,University of Southern California,2,MATH226,5,5,3,5,awesome,Yes,A,"['Accessible outside class', 'Respected', 'Caring']",0.72,0.46,35,I love Prof Reyes!!!! He is the best and the most caring guy ever.  He holds alot of office hours and try his best to help!! Definitely the best Math teacher I have ever had!! Strongly recommends!
Guillermo Souto,M,1/18/17,University of Southern California,2,MATH125,5,5,1,5,awesome,Yes,A,"['Caring', 'EXTRA CREDIT']",0.03,0.5,35,Guillermo has been one of the sweetest guys I've come across. Teaches well and is ready to go out of his way to help students. Puts in extra credit assignments and the class is heavily curved for everybody's good- the curve pulled up the average by 20 percent. Easy class and not at all hard to get an A. Guillermo is a baller!! Hardly any homework
Guillermo Souto,M,1/1/17,University of Southern California,2,MATH125,5,5,2,5,awesome,Yes,A,"['Caring', 'Accessible outside class', 'Gives good feedback']",0.32,0.78,35,"Guillermo was easily one of my favorite teachers at USC so far. His teaching can be confusing at times as his lectures tend be more theory than application but he is more than happy to help students during office hours and is never demeaning. He provides practice tests that prepare you well for each midterm, however the final was quite tricky."
Guillermo Souto,M,12/21/16,University of Southern California,2,MATH226,5,5,1,5,awesome,Yes,A,"['Caring', 'Amazing lectures', 'Respected']",0.21,0.55,35,Good at explaining topics and goes through proofs with nice diagrams. He is such a nice teacher and will provide extra credit if asked (which counted toward midterm) and curves our tests to averages of 85% which is extremely generous. Tests were straightforward. Overall an easy class as long as you kept up with homework and did past exams to study.
Guillermo Souto,M,12/12/16,University of Southern California,2,MATH226,5,5,3,5,awesome,Yes,A,"['Caring', 'Accessible outside class']",0.11,0.63,35,I love Dr. Reyes! He really cares about his students and will work with you to help you understand concepts. Always available during his office hours and loves to help you work out examples. His tests are pretty straightforward but can be difficult if you find calc difficult in general.
Guillermo Souto,M,11/3/16,University of Southern California,2,MATH125,5,5,1,5,awesome,Yes,Not sure yet,"['Accessible outside class', 'Gives good feedback', 'Caring']",0.05,0.37,35,"All his tests and quizzes are straight forward. Each test follows a very similar format as the previous ones, just with numbers moved around. He will also curve tests to very much in your favor (average 85%). 5 HW problems a week. His lectures are very clear; however, he has that ""soothing voice"" problem which may make you lose focus."
Guillermo Souto,M,5/24/16,University of Southern California,2,MATH226,4,5,3,3,good,N/A,A,"['Clear grading criteria', 'Caring', 'Respected']",0.32,0.62,35,"Professor Suoto is a great person and an average teacher. I would recommend going to SI sessions and reading the textbook to make sure you understand what's going on, because his lectures can be confusing and more theory than application. He is VERY helpful during office hours. Not a lot of homework. He is a great, funny person."
Guillermo Souto,M,5/19/16,University of Southern California,2,MATH226,5,5,2,5,awesome,Yes,A,"['Respected', 'Caring']",0.56,0.59,35,"What more could you ask for in a professor? Intelligent, helpful, caring, flexible, all that. Homework and quizzes every Thursday in discussion, and tests are straightforward."
Guillermo Souto,M,4/5/16,University of Southern California,2,MATH226,5,5,4,5,awesome,N/A,Not sure yet,"['Hilarious', 'Lots of homework', 'Tough grader']",0.28,0.73,35,"I had professor Reyes for Math 226. I believe it was his first time teaching the course. He is an amazing professor and takes the time to make sure you understand the material if you ask a question. Nevertheless, the course is very hard and not an easy A."
Guillermo Souto,M,1/17/16,University of Southern California,2,MATH125,4.5,5,2,4,awesome,N/A,A,"['Caring', 'Respected']",0.35,0.76,35,"Very great professor who cares about his students. But for me it was kinda hard to fully focus on his lectures. Go to his office hours if you have any question, and he'll answer 'em all."
Guillermo Souto,M,11/19/15,University of Southern California,2,MATH125,4,4,2,4,good,N/A,N/A,[],0.24,0.48,35,"Really cares about teaching and ensures that students have a complete understanding of topics. Fairly easy class, if you show up and pay attention, you shouldn't have a problem doing well."
Guillermo Souto,M,11/12/15,University of Southern California,2,MATH245,5,5,2,5,awesome,N/A,A,"['Respected', 'Lots of homework', 'Clear grading criteria']",0.17,0.57,35,Very nice professor and person in general. He is very patient in his office hours and is super approachable. As long as you understand the concepts and follow the example problems he does during lecture the class is not that hard. He curves the test grades generously.
Guillermo Souto,M,11/4/15,University of Southern California,2,MATH125,4,4,3,4,good,N/A,A,"['Respected', 'EXTRA CREDIT']",0.37,0.51,35,"He is relativity easy to understand, he has much better english than most of the math department. His homework is light and quizzes and tests are manageable."
Guillermo Souto,M,2/11/15,University of Southern California,2,MATH114,3.5,4,2,3,good,N/A,N/A,[],0.1,0.41,35,"His expression is not good with spanish accents. Assignments are not heavy and quizzes prove easy. One thing worth noticing is that he claims to reply all emails ASAP, but it took him over a week to answer my question."
Paul Tokorcheck,M,4/20/19,University of Southern California,2,MATH226,5,5,4,5,awesome,Yes,A-,"['Lots of homework', 'Amazing lectures', 'Respected']",0.28,0.56,32,"Paul is a great professor, who does a great job introducing concepts and applying them to relevant examples you will find in the problem sets. Pau has a low rating because he makes you work hard and truly understand the concepts. Some people are just salty about that... If you want a teacher who will actually teach calculus, Paul's your man."
